Type,Scope,Prefix,Tag,Subtag,Suppress-Script,Description,Macrolanguage,Added,Deprecated,Preferred-Value,Comments
language,,,,nok,,Nooksack,,7/29/2009,,,
language,,,,nol,,Nomlaki,,9/10/2013,,,
language,,,,nom,,Nocamán,,7/29/2009,,,
language,,,,non,,Old Norse,,10/16/2005,,,
language,,,,noo,,Nootka,,7/29/2009,2011-08-16,,"see dtd, nuk"
language,,,,nop,,Numanggang,,7/29/2009,,,
language,,,,noq,,Ngongo,,7/29/2009,,,
language,,,,nos,,Eastern Nisu,,7/29/2009,,,
language,,,,not,,Nomatsiguenga,,7/29/2009,,,
language,,,,nou,,Ewage-Notu,,7/29/2009,,,
language,,,,nov,,Novial,,7/29/2009,,,
language,,,,now,,Nyambo,,7/29/2009,,,
language,,,,noy,,Noy,,7/29/2009,,,
language,,,,noz,,Nayi,,7/29/2009,,,
language,,,,npa,,Nar Phu,,7/29/2009,,,
language,,,,npb,,Nupbikha,,7/29/2009,,,
language,,,,npg,,Ponyo-Gongwang Naga,,8/12/2012,,,
language,,,,nph,,Phom Naga,,7/29/2009,,,
language,,,,npi,,Nepali (individual language),ne,8/12/2012,,,
language,,,,npl,,Southeastern Puebla Nahuatl,,7/29/2009,,,
language,,,,npn,,Mondropolon,,7/29/2009,,,
language,,,,npo,,Pochuri Naga,,7/29/2009,,,
language,,,,nps,,Nipsan,,7/29/2009,,,
language,,,,npu,,Puimei Naga,,7/29/2009,,,
language,,,,npx,,Noipx,,2/23/2017,,,
language,,,,npy,,Napu,,7/29/2009,,,
language,,,,nqg,,Southern Nago,,7/29/2009,,,
language,,,,nqk,,Kura Ede Nago,,7/29/2009,,,
language,,,,nql,,Ngendelengo,,2/23/2017,,,
language,,,,nqm,,Ndom,,7/29/2009,,,
language,,,,nqn,,Nen,,7/29/2009,,,
language,,,,nqo,Nkoo,"N'Ko, N’Ko",,6/5/2006,,,
language,,,,nqq,,Kyan-Karyaw Naga,,9/10/2013,,,
language,,,,nqy,,Akyaung Ari Naga,,8/12/2012,,,
language,,,,nra,,Ngom,,7/29/2009,,,
language,,,,nrb,,Nara,,7/29/2009,,,
language,,,,nrc,,Noric,,7/29/2009,,,
language,,,,nre,,Southern Rengma Naga,,7/29/2009,,,
language,,,,nrf,,"Jèrriais, Guernésiais",,2/12/2015,,,
language,,,,nrg,,Narango,,7/29/2009,,,
language,,,,nri,,Chokri Naga,,7/29/2009,,,
language,,,,nrk,,Ngarla,,9/10/2013,,,
language,,,,nrl,,Ngarluma,,7/29/2009,,,
language,,,,nrm,,Narom,,7/29/2009,,,
language,,,,nrn,,Norn,,7/29/2009,,,
language,,,,nrp,,North Picene,,7/29/2009,,,
language,,,,nrr,,"Norra, Nora",,7/29/2009,,,
language,,,,nrt,,Northern Kalapuya,,7/29/2009,,,
language,,,,nru,,Narua,,8/16/2011,,,
language,,,,nrx,,Ngurmbur,,7/29/2009,,,
language,,,,nrz,,Lala,,7/29/2009,,,
language,,,,nsa,,Sangtam Naga,,7/29/2009,,,
language,,,,nsc,,Nshi,,7/29/2009,,,
language,,,,nsd,,Southern Nisu,,7/29/2009,,,
language,,,,nse,,Nsenga,,7/29/2009,,,
language,,,,nsf,,Northwestern Nisu,,8/12/2012,,,
language,,,,nsg,,Ngasa,,7/29/2009,,,
language,,,,nsh,,Ngoshie,,7/29/2009,,,
language,,,,nsi,,Nigerian Sign Language,,7/29/2009,,,
language,,,,nsk,,Naskapi,,7/29/2009,,,
language,,,,nsl,,Norwegian Sign Language,,7/29/2009,,,
language,,,,nsm,,Sumi Naga,,7/29/2009,,,
language,,,,nsn,,Nehan,,7/29/2009,,,
language,,,,nso,Latn,"Pedi, Northern Sotho, Sepedi",,10/16/2005,,,
language,,,,nsp,,Nepalese Sign Language,,7/29/2009,,,
language,,,,nsq,,Northern Sierra Miwok,,7/29/2009,,,
language,,,,nsr,,Maritime Sign Language,,7/29/2009,,,
language,,,,nss,,Nali,,7/29/2009,,,
language,,,,nst,,Tase Naga,,7/29/2009,,,
language,,,,nsu,,Sierra Negra Nahuatl,,7/29/2009,,,
language,,,,nsv,,Southwestern Nisu,,7/29/2009,,,
language,,,,nsw,,Navut,,7/29/2009,,,
language,,,,nsx,,Nsongo,,7/29/2009,,,
language,,,,nsy,,Nasal,,7/29/2009,,,
language,,,,nsz,,Nisenan,,7/29/2009,,,
language,,,,ntd,,Northern Tidung,,5/30/2016,,,
language,,,,nte,,Nathembo,,7/29/2009,,,
language,,,,ntg,,Ngantangarra,,9/10/2013,,,
language,,,,nti,,Natioro,,7/29/2009,,,
language,,,,ntj,,Ngaanyatjarra,,7/29/2009,,,
language,,,,ntk,,Ikoma-Nata-Isenye,,7/29/2009,,,
language,,,,ntm,,Nateni,,7/29/2009,,,
language,,,,nto,,Ntomba,,7/29/2009,,,
language,,,,ntp,,Northern Tepehuan,,7/29/2009,,,
language,,,,ntr,,Delo,,7/29/2009,,,
language,,,,nts,,Natagaimas,,7/29/2009,2016-05-30,pij,
language,,,,ntu,,Natügu,,7/29/2009,,,
language,,,,ntw,,Nottoway,,7/29/2009,,,
language,,,,ntx,,Tangkhul Naga (Myanmar),,8/12/2012,,,see nmf
language,,,,nty,,Mantsi,,7/29/2009,,,
language,,,,ntz,,Natanzi,,7/29/2009,,,
language,,,,nua,,Yuanga,,7/29/2009,,,
language,collection,,,nub,,Nubian languages,,10/16/2005,,,
language,,,,nuc,,Nukuini,,7/29/2009,,,
language,,,,nud,,Ngala,,7/29/2009,,,
language,,,,nue,,Ngundu,,7/29/2009,,,
language,,,,nuf,,Nusu,,7/29/2009,,,
language,,,,nug,,Nungali,,7/29/2009,,,
language,,,,nuh,,Ndunda,,7/29/2009,,,
language,,,,nui,,Ngumbi,,7/29/2009,,,
language,,,,nuj,,Nyole,,7/29/2009,,,
language,,,,nuk,,"Nuu-chah-nulth, Nuuchahnulth",,8/16/2011,,,
language,,,,nul,,Nusa Laut,,7/29/2009,,,
language,,,,num,,Niuafo'ou,,7/29/2009,,,
language,,,,nun,,Anong,,7/29/2009,,,
language,,,,nuo,,Nguôn,,7/29/2009,,,
language,,,,nup,,Nupe-Nupe-Tako,,7/29/2009,,,
language,,,,nuq,,Nukumanu,,7/29/2009,,,
language,,,,nur,,Nukuria,,7/29/2009,,,
language,,,,nus,,Nuer,,7/29/2009,,,
language,,,,nut,,Nung (Viet Nam),,7/29/2009,,,
language,,,,nuu,,Ngbundu,,7/29/2009,,,
language,,,,nuv,,Northern Nuni,,7/29/2009,,,
language,,,,nuw,,Nguluwan,,7/29/2009,,,
language,,,,nux,,Mehek,,7/29/2009,,,
language,,,,nuy,,Nunggubuyu,,7/29/2009,,,
language,,,,nuz,,Tlamacazapa Nahuatl,,7/29/2009,,,
language,,,,nvh,,Nasarian,,7/29/2009,,,
language,,,,nvm,,Namiae,,7/29/2009,,,
language,,,,nvo,,Nyokon,,8/12/2012,,,
language,,,,nwa,,Nawathinehena,,7/29/2009,,,
language,,,,nwb,,Nyabwa,,7/29/2009,,,
language,,,,nwc,,"Classical Newari, Classical Nepal Bhasa, Old Newari",,10/16/2005,,,
language,,,,nwe,,Ngwe,,7/29/2009,,,
language,,,,nwg,,Ngayawung,,8/12/2012,,,
language,,,,nwi,,Southwest Tanna,,7/29/2009,,,
language,,,,nwm,,Nyamusa-Molo,,7/29/2009,,,
language,,,,nwo,,Nauo,,8/12/2012,,,
language,,,,nwr,,Nawaru,,7/29/2009,,,
language,,,,nwx,,Middle Newar,,7/29/2009,,,
language,,,,nwy,,Nottoway-Meherrin,,7/29/2009,,,
language,,,,nxa,,Nauete,,7/29/2009,,,
language,,,,nxd,,Ngando (Democratic Republic of Congo),,7/29/2009,,,
language,,,,nxe,,Nage,,7/29/2009,,,
language,,,,nxg,,Ngad'a,,7/29/2009,,,
language,,,,nxi,,Nindi,,7/29/2009,,,
language,,,,nxk,,Koki Naga,,8/12/2012,,,
language,,,,nxl,,South Nuaulu,,7/29/2009,,,
language,,,,nxm,,Numidian,,7/29/2009,,,
language,,,,nxn,,Ngawun,,7/29/2009,,,
language,,,,nxo,,Ndambomo,,2/12/2015,,,
language,,,,nxq,,Naxi,,8/16/2011,,,
language,,,,nxr,,Ninggerum,,7/29/2009,,,
language,,,,nxu,,Narau,,7/29/2009,,,
language,,,,nxx,,Nafri,,7/29/2009,,,
language,,,,nyb,,Nyangbo,,7/29/2009,,,
language,,,,nyc,,Nyanga-li,,7/29/2009,,,
language,,,,nyd,,"Nyore, Olunyole",luy,7/29/2009,,,
language,,,,nye,,Nyengo,,7/29/2009,,,
language,,,,nyf,,"Giryama, Kigiryama",,7/29/2009,,,
language,,,,nyg,,Nyindu,,7/29/2009,,,
language,,,,nyh,,Nyigina,,7/29/2009,,,
language,,,,nyi,,Ama (Sudan),,7/29/2009,,,
language,,,,nyj,,Nyanga,,7/29/2009,,,
language,,,,nyk,,Nyaneka,,7/29/2009,,,
language,,,,nyl,,Nyeu,,7/29/2009,,,
language,,,,nym,,Nyamwezi,,10/16/2005,,,
language,,,,nyn,,Nyankole,,10/16/2005,,,
language,,,,nyo,,Nyoro,,10/16/2005,,,
language,,,,nyp,,Nyang'i,,7/29/2009,,,
language,,,,nyq,,Nayini,,7/29/2009,,,
language,,,,nyr,,Nyiha (Malawi),,7/29/2009,,,
language,,,,nys,,Nyunga,,7/29/2009,,,
language,,,,nyt,,Nyawaygi,,7/29/2009,,,
language,,,,nyu,,Nyungwe,,7/29/2009,,,
language,,,,nyv,,Nyulnyul,,7/29/2009,,,
language,,,,nyw,,Nyaw,,7/29/2009,,,
language,,,,nyx,,Nganyaywana,,7/29/2009,,,
language,,,,nyy,,Nyakyusa-Ngonde,,7/29/2009,,,
language,,,,nza,,Tigon Mbembe,,7/29/2009,,,
language,,,,nzb,,Njebi,,7/29/2009,,,
language,,,,nzi,,Nzima,,10/16/2005,,,
language,,,,nzk,,Nzakara,,7/29/2009,,,
language,,,,nzm,,Zeme Naga,,7/29/2009,,,
language,,,,nzs,,New Zealand Sign Language,,7/29/2009,,,
language,,,,nzu,,Teke-Nzikou,,7/29/2009,,,
language,,,,nzy,,Nzakambay,,7/29/2009,,,
language,,,,nzz,,Nanga Dama Dogon,,3/11/2010,,,
language,,,,oaa,,Orok,,7/29/2009,,,
language,,,,oac,,Oroch,,7/29/2009,,,
language,,,,oar,,"Old Aramaic (up to 700 BCE), Ancient Aramaic (up to 700 BCE)",,7/29/2009,,,
language,,,,oav,,Old Avar,,7/29/2009,,,
language,,,,obi,,Obispeño,,7/29/2009,,,
language,,,,obk,,Southern Bontok,bnc,3/11/2010,,,
language,,,,obl,,Oblo,,7/29/2009,,,
language,,,,obm,,Moabite,,7/29/2009,,,
language,,,,obo,,Obo Manobo,,7/29/2009,,,
language,,,,obr,,Old Burmese,,7/29/2009,,,
language,,,,obt,,Old Breton,,7/29/2009,,,
language,,,,obu,,Obulom,,7/29/2009,,,
language,,,,oca,,Ocaina,,7/29/2009,,,
language,,,,och,,Old Chinese,,7/29/2009,,,
language,,,,oco,,Old Cornish,,7/29/2009,,,
language,,,,ocu,,Atzingo Matlatzinca,,7/29/2009,,,
language,,,,oda,,Odut,,7/29/2009,,,
language,,,,odk,,Od,,7/29/2009,,,
language,,,,odt,,Old Dutch,,7/29/2009,,,
language,,,,odu,,Odual,,7/29/2009,,,
language,,,,ofo,,Ofo,,7/29/2009,,,
language,,,,ofs,,Old Frisian,,7/29/2009,,,
language,,,,ofu,,Efutop,,7/29/2009,,,
language,,,,ogb,,Ogbia,,7/29/2009,,,
language,,,,ogc,,Ogbah,,7/29/2009,,,
language,,,,oge,,Old Georgian,,7/29/2009,,,
language,,,,ogg,,Ogbogolo,,7/29/2009,,,
language,,,,ogo,,Khana,,7/29/2009,,,
language,,,,ogu,,Ogbronuagum,,7/29/2009,,,
language,,,,oht,,Old Hittite,,7/29/2009,,,
language,,,,ohu,,Old Hungarian,,7/29/2009,,,
language,,,,oia,,Oirata,,7/29/2009,,,
language,,,,oin,,Inebu One,,7/29/2009,,,
language,,,,ojb,,Northwestern Ojibwa,oj,7/29/2009,,,
language,,,,ojc,,Central Ojibwa,oj,7/29/2009,,,
language,,,,ojg,,Eastern Ojibwa,oj,7/29/2009,,,
language,,,,ojp,,Old Japanese,,7/29/2009,,,
language,,,,ojs,,Severn Ojibwa,oj,7/29/2009,,,
language,,,,ojv,,Ontong Java,,7/29/2009,,,
language,,,,ojw,,Western Ojibwa,oj,7/29/2009,,,
language,,,,oka,,Okanagan,,7/29/2009,,,
language,,,,okb,,Okobo,,7/29/2009,,,
language,,,,okd,,Okodia,,7/29/2009,,,
language,,,,oke,,Okpe (Southwestern Edo),,7/29/2009,,,
language,,,,okg,,Koko Babangk,,8/12/2012,,,
language,,,,okh,,Koresh-e Rostam,,7/29/2009,,,
language,,,,oki,,Okiek,kln,7/29/2009,,,
language,,,,okj,,Oko-Juwoi,,7/29/2009,,,
language,,,,okk,,Kwamtim One,,7/29/2009,,,
language,,,,okl,,Old Kentish Sign Language,,7/29/2009,,,
language,,,,okm,,Middle Korean (10th-16th cent.),,7/29/2009,,,
language,,,,okn,,Oki-No-Erabu,,7/29/2009,,,
language,,,,oko,,Old Korean (3rd-9th cent.),,7/29/2009,,,
language,,,,okr,,Kirike,,7/29/2009,,,
language,,,,oks,,Oko-Eni-Osayen,,7/29/2009,,,
language,,,,oku,,Oku,,7/29/2009,,,
language,,,,okv,,Orokaiva,,7/29/2009,,,
language,,,,okx,,Okpe (Northwestern Edo),,7/29/2009,,,
language,,,,ola,,Walungge,,7/29/2009,,,
language,,,,old,,Mochi,,7/29/2009,,,
language,,,,ole,,Olekha,,7/29/2009,,,
language,,,,olk,,Olkol,,9/10/2013,,,
language,,,,olm,,Oloma,,7/29/2009,,,
language,,,,olo,,Livvi,,7/29/2009,,,
language,,,,olr,,Olrat,,7/29/2009,,,
language,,,,olt,,Old Lithuanian,,2/28/2014,,,
language,,,,olu,,Kuvale,,5/30/2016,,,
language,,,,oma,,Omaha-Ponca,,7/29/2009,,,
language,,,,omb,,East Ambae,,7/29/2009,,,
language,,,,omc,,Mochica,,7/29/2009,,,
language,,,,ome,,Omejes,,7/29/2009,2016-05-30,,
language,,,,omg,,Omagua,,7/29/2009,,,
language,,,,omi,,Omi,,7/29/2009,,,
language,,,,omk,,Omok,,7/29/2009,,,
language,,,,oml,,Ombo,,7/29/2009,,,
language,,,,omn,,Minoan,,7/29/2009,,,
language,,,,omo,,Utarmbung,,7/29/2009,,,
language,,,,omp,,Old Manipuri,,7/29/2009,,,
language,collection,,,omq,,Oto-Manguean languages,,7/29/2009,,,
language,,,,omr,,Old Marathi,,7/29/2009,,,
language,,,,omt,,Omotik,,7/29/2009,,,
language,,,,omu,,Omurano,,7/29/2009,,,
language,collection,,,omv,,Omotic languages,,7/29/2009,,,
language,,,,omw,,South Tairora,,7/29/2009,,,
language,,,,omx,,Old Mon,,7/29/2009,,,
language,,,,ona,,Ona,,7/29/2009,,,
language,,,,onb,,Lingao,,7/29/2009,,,
language,,,,one,,Oneida,,7/29/2009,,,
language,,,,ong,,Olo,,7/29/2009,,,
language,,,,oni,,Onin,,7/29/2009,,,
language,,,,onj,,Onjob,,7/29/2009,,,
language,,,,onk,,Kabore One,,7/29/2009,,,
language,,,,onn,,Onobasulu,,7/29/2009,,,
language,,,,ono,,Onondaga,,7/29/2009,,,
language,,,,onp,,Sartang,,7/29/2009,,,
language,,,,onr,,Northern One,,7/29/2009,,,
language,,,,ons,,Ono,,7/29/2009,,,
language,,,,ont,,Ontenu,,7/29/2009,,,
language,,,,onu,,Unua,,7/29/2009,,,
language,,,,onw,,Old Nubian,,7/29/2009,,,
language,,,,onx,,Onin Based Pidgin,,7/29/2009,,,
language,,,,ood,,Tohono O'odham,,7/29/2009,,,
language,,,,oog,,Ong,,7/29/2009,,,
language,,,,oon,,Önge,,7/29/2009,,,
language,,,,oor,,Oorlams,,7/29/2009,,,
language,,,,oos,,Old Ossetic,,7/29/2009,,,
language,,,,opa,,Okpamheri,,7/29/2009,,,
language,,,,opk,,Kopkaka,,7/29/2009,,,
language,,,,opm,,Oksapmin,,7/29/2009,,,
language,,,,opo,,Opao,,7/29/2009,,,
language,,,,opt,,Opata,,7/29/2009,,,
language,,,,opy,,Ofayé,,7/29/2009,,,
language,,,,ora,,Oroha,,7/29/2009,,,
language,,,,orc,,Orma,om,7/29/2009,,,
language,,,,ore,,Orejón,,7/29/2009,,,
language,,,,org,,Oring,,7/29/2009,,,
language,,,,orh,,Oroqen,,7/29/2009,,,
language,,,,orn,,Orang Kanaq,ms,7/29/2009,,,
language,,,,oro,,Orokolo,,7/29/2009,,,
language,,,,orr,,Oruma,,7/29/2009,,,
language,,,,ors,,Orang Seletar,ms,7/29/2009,,,
language,,,,ort,,Adivasi Oriya,,7/29/2009,,,
language,,,,oru,,Ormuri,,7/29/2009,,,
language,,,,orv,,Old Russian,,7/29/2009,,,
language,,,,orw,,Oro Win,,7/29/2009,,,
language,,,,orx,,Oro,,7/29/2009,,,
language,,,,ory,,"Odia (individual language), Oriya (individual language)",or,8/12/2012,,,
language,,,,orz,,Ormu,,7/29/2009,,,
language,,,,osa,,Osage,,10/16/2005,,,
language,,,,osc,,Oscan,,7/29/2009,,,
language,,,,osi,,Osing,,7/29/2009,,,
language,,,,oso,,Ososo,,7/29/2009,,,
language,,,,osp,,Old Spanish,,7/29/2009,,,
language,,,,ost,,Osatu,,7/29/2009,,,
language,,,,osu,,Southern One,,7/29/2009,,,
language,,,,osx,,Old Saxon,,7/29/2009,,,
language,,,,ota,,Ottoman Turkish (1500-1928),,10/16/2005,,,
language,,,,otb,,Old Tibetan,,7/29/2009,,,
language,,,,otd,,Ot Danum,,7/29/2009,,,
language,,,,ote,,Mezquital Otomi,,7/29/2009,,,
language,,,,oti,,Oti,,7/29/2009,,,
language,,,,otk,,Old Turkish,,7/29/2009,,,
language,,,,otl,,Tilapa Otomi,,7/29/2009,,,
language,,,,otm,,Eastern Highland Otomi,,7/29/2009,,,
language,,,,otn,,Tenango Otomi,,7/29/2009,,,
language,collection,,,oto,,Otomian languages,,10/16/2005,,,
language,,,,otq,,Querétaro Otomi,,7/29/2009,,,
language,,,,otr,,Otoro,,7/29/2009,,,
language,,,,ots,,Estado de México Otomi,,7/29/2009,,,
language,,,,ott,,Temoaya Otomi,,7/29/2009,,,
language,,,,otu,,Otuke,,7/29/2009,,,
language,,,,otw,,Ottawa,oj,7/29/2009,,,
language,,,,otx,,Texcatepec Otomi,,7/29/2009,,,
language,,,,oty,,Old Tamil,,7/29/2009,,,
language,,,,otz,,Ixtenco Otomi,,7/29/2009,,,
language,,,,oua,,Tagargrent,,7/29/2009,,,
language,,,,oub,,Glio-Oubi,,7/29/2009,,,
language,,,,oue,,Oune,,7/29/2009,,,
language,,,,oui,,Old Uighur,,7/29/2009,,,
language,,,,oum,,Ouma,,7/29/2009,,,
language,,,,oun,,!O!ung,,7/29/2009,2015-02-12,vaj,
language,,,,ovd,,"Elfdalian, Övdalian",,6/16/2016,,,
language,,,,owi,,Owiniga,,7/29/2009,,,
language,,,,owl,,Old Welsh,,7/29/2009,,,
language,,,,oyb,,Oy,,7/29/2009,,,
language,,,,oyd,,Oyda,,7/29/2009,,,
language,,,,oym,,Wayampi,,7/29/2009,,,
language,,,,oyy,,Oya'oya,,7/29/2009,,,
language,,,,ozm,,Koonzime,,7/29/2009,,,
language,collection,,,paa,,Papuan languages,,10/16/2005,,,
language,,,,pab,,Parecís,,7/29/2009,,,
language,,,,pac,,Pacoh,,7/29/2009,,,
language,,,,pad,,Paumarí,,7/29/2009,,,
language,,,,pae,,Pagibete,,7/29/2009,,,
language,,,,paf,,Paranawát,,7/29/2009,,,
language,,,,pag,,Pangasinan,,10/16/2005,,,
language,,,,pah,,Tenharim,,7/29/2009,,,
language,,,,pai,,Pe,,7/29/2009,,,
language,,,,pak,,Parakanã,,7/29/2009,,,
language,,,,pal,,Pahlavi,,10/16/2005,,,
language,,,,pam,,"Pampanga, Kapampangan",,10/16/2005,,,
language,,,,pao,,Northern Paiute,,7/29/2009,,,
language,,,,pap,,Papiamento,,10/16/2005,,,
language,,,,paq,,Parya,,7/29/2009,,,
language,,,,par,,"Panamint, Timbisha",,7/29/2009,,,
language,,,,pas,,Papasena,,7/29/2009,,,
language,,,,pat,,Papitalai,,7/29/2009,,,
language,,,,pau,,Palauan,,10/16/2005,,,
language,,,,pav,,Pakaásnovos,,7/29/2009,,,
language,,,,paw,,Pawnee,,7/29/2009,,,
language,,,,pax,,Pankararé,,7/29/2009,,,
language,,,,pay,,Pech,,7/29/2009,,,
language,,,,paz,,Pankararú,,7/29/2009,,,
language,,,,pbb,,Páez,,7/29/2009,,,
language,,,,pbc,,Patamona,,7/29/2009,,,
language,,,,pbe,,Mezontla Popoloca,,7/29/2009,,,
language,,,,pbf,,Coyotepec Popoloca,,7/29/2009,,,
language,,,,pbg,,Paraujano,,7/29/2009,,,
language,,,,pbh,,E'ñapa Woromaipu,,7/29/2009,,,
language,,,,pbi,,Parkwa,,7/29/2009,,,
language,,,,pbl,,Mak (Nigeria),,7/29/2009,,,
language,,,,pbn,,Kpasam,,7/29/2009,,,
language,,,,pbo,,Papel,,7/29/2009,,,
language,,,,pbp,,Badyara,,7/29/2009,,,
language,,,,pbr,,Pangwa,,7/29/2009,,,
language,,,,pbs,,Central Pame,,7/29/2009,,,
language,,,,pbt,,Southern Pashto,ps,7/29/2009,,,
language,,,,pbu,,Northern Pashto,ps,7/29/2009,,,
language,,,,pbv,,Pnar,,7/29/2009,,,
language,,,,pby,,Pyu (Papua New Guinea),,7/29/2009,,,
language,,,,pbz,,Palu,,7/29/2009,2012-08-12,,
language,,,,pca,,Santa Inés Ahuatempan Popoloca,,7/29/2009,,,
language,,,,pcb,,Pear,,7/29/2009,,,
language,,,,pcc,,Bouyei,,7/29/2009,,,
language,,,,pcd,,Picard,,7/29/2009,,,
language,,,,pce,,Ruching Palaung,,7/29/2009,,,
language,,,,pcf,,Paliyan,,7/29/2009,,,
language,,,,pcg,,Paniya,,7/29/2009,,,
language,,,,pch,,Pardhan,,7/29/2009,,,
language,,,,pci,,Duruwa,,7/29/2009,,,
language,,,,pcj,,Parenga,,7/29/2009,,,
language,,,,pck,,Paite Chin,,7/29/2009,,,
language,,,,pcl,,Pardhi,,7/29/2009,,,
language,,,,pcm,,Nigerian Pidgin,,7/29/2009,,,
language,,,,pcn,,Piti,,7/29/2009,,,
language,,,,pcp,,Pacahuara,,7/29/2009,,,
language,,,,pcr,,Panang,,7/29/2009,2013-09-10,adx,
language,,,,pcw,,Pyapun,,7/29/2009,,,
language,,,,pda,,Anam,,7/29/2009,,,
language,,,,pdc,,Pennsylvania German,,7/29/2009,,,
language,,,,pdi,,Pa Di,,7/29/2009,,,
language,,,,pdn,,"Podena, Fedan",,7/29/2009,,,
language,,,,pdo,,Padoe,,7/29/2009,,,
language,,,,pdt,,Plautdietsch,,7/29/2009,,,
language,,,,pdu,,Kayan,,7/29/2009,,,
language,,,,pea,,Peranakan Indonesian,,7/29/2009,,,
language,,,,peb,,Eastern Pomo,,7/29/2009,,,
language,,,,ped,,Mala (Papua New Guinea),,7/29/2009,,,
language,,,,pee,,Taje,,7/29/2009,,,
language,,,,pef,,Northeastern Pomo,,7/29/2009,,,
language,,,,peg,,Pengo,,7/29/2009,,,
language,,,,peh,,Bonan,,7/29/2009,,,
language,,,,pei,,Chichimeca-Jonaz,,7/29/2009,,,
language,,,,pej,,Northern Pomo,,7/29/2009,,,
language,,,,pek,,Penchal,,7/29/2009,,,
language,,,,pel,,Pekal,ms,7/29/2009,,,
language,,,,pem,,Phende,,7/29/2009,,,
language,,,,peo,,Old Persian (ca. 600-400 B.C.),,10/16/2005,,,
language,,,,pep,,Kunja,,7/29/2009,,,
language,,,,peq,,Southern Pomo,,7/29/2009,,,
language,,,,pes,,Iranian Persian,fa,7/29/2009,,,
language,,,,pev,,Pémono,,7/29/2009,,,
language,,,,pex,,Petats,,7/29/2009,,,
language,,,,pey,,Petjo,,7/29/2009,,,
language,,,,pez,,Eastern Penan,,7/29/2009,,,
language,,,,pfa,,Pááfang,,7/29/2009,,,
language,,,,pfe,,Peere,,7/29/2009,,,
language,,,,pfl,,Pfaelzisch,,7/29/2009,,,
language,,,,pga,,Sudanese Creole Arabic,ar,7/29/2009,,,
language,,,,pgd,,Gāndhārī,,2/12/2015,,,
language,,,,pgg,,Pangwali,,7/29/2009,,,
language,,,,pgi,,Pagi,,7/29/2009,,,
language,,,,pgk,,Rerep,,7/29/2009,,,
language,,,,pgl,,Primitive Irish,,8/16/2011,,,
language,,,,pgn,,Paelignian,,7/29/2009,,,
language,,,,pgs,,Pangseng,,7/29/2009,,,
language,,,,pgu,,Pagu,,7/29/2009,,,
language,,,,pgy,,Pongyong,,7/29/2009,2012-08-12,,
language,,,,pgz,,Papua New Guinean Sign Language,,5/30/2016,,,
language,,,,pha,,Pa-Hng,,7/29/2009,,,
language,,,,phd,,Phudagi,,7/29/2009,,,
language,,,,phg,,Phuong,,7/29/2009,,,
language,,,,phh,,Phukha,,7/29/2009,,,
language,collection,,,phi,,Philippine languages,,10/16/2005,,,
language,,,,phk,,Phake,,7/29/2009,,,
language,,,,phl,,"Phalura, Palula",,7/29/2009,,,
language,,,,phm,,Phimbi,,7/29/2009,,,
language,,,,phn,,Phoenician,,10/16/2005,,,
language,,,,pho,,Phunoi,,7/29/2009,,,
language,,,,phq,,Phana',,7/29/2009,,,
language,,,,phr,,Pahari-Potwari,lah,7/29/2009,,,
language,,,,pht,,Phu Thai,,7/29/2009,,,
language,,,,phu,,Phuan,,7/29/2009,,,
language,,,,phv,,Pahlavani,,7/29/2009,,,
language,,,,phw,,Phangduwali,,7/29/2009,,,
language,,,,pia,,Pima Bajo,,7/29/2009,,,
language,,,,pib,,Yine,,7/29/2009,,,
language,,,,pic,,Pinji,,7/29/2009,,,
language,,,,pid,,Piaroa,,7/29/2009,,,
language,,,,pie,,Piro,,7/29/2009,,,
language,,,,pif,,Pingelapese,,7/29/2009,,,
language,,,,pig,,Pisabo,,7/29/2009,,,
language,,,,pih,,Pitcairn-Norfolk,,7/29/2009,,,
language,,,,pii,,Pini,,7/29/2009,,,
language,,,,pij,,Pijao,,7/29/2009,,,
language,,,,pil,,Yom,,7/29/2009,,,
language,,,,pim,,Powhatan,,7/29/2009,,,
language,,,,pin,,Piame,,7/29/2009,,,
language,,,,pio,,Piapoco,,7/29/2009,,,
language,,,,pip,,Pero,,7/29/2009,,,
language,,,,pir,,Piratapuyo,,7/29/2009,,,
language,,,,pis,,Pijin,,7/29/2009,,,
language,,,,pit,,Pitta Pitta,,7/29/2009,,,
language,,,,piu,,Pintupi-Luritja,,7/29/2009,,,
language,,,,piv,,"Pileni, Vaeakau-Taumako",,7/29/2009,,,
language,,,,piw,,Pimbwe,,7/29/2009,,,
language,,,,pix,,Piu,,7/29/2009,,,
language,,,,piy,,Piya-Kwonci,,7/29/2009,,,
language,,,,piz,,Pije,,7/29/2009,,,
language,,,,pjt,,Pitjantjatjara,,7/29/2009,,,
language,,,,pka,,Ardhamāgadhī Prākrit,,7/29/2009,,,
language,,,,pkb,,"Pokomo, Kipfokomo",,7/29/2009,,,
language,,,,pkc,,Paekche,,7/29/2009,,,
language,,,,pkg,,Pak-Tong,,7/29/2009,,,
language,,,,pkh,,Pankhu,,7/29/2009,,,
language,,,,pkn,,Pakanha,,7/29/2009,,,
language,,,,pko,,Pökoot,kln,7/29/2009,,,
language,,,,pkp,,Pukapuka,,7/29/2009,,,
language,,,,pkr,,Attapady Kurumba,,7/29/2009,,,
language,,,,pks,,Pakistan Sign Language,,7/29/2009,,,
