a	b	c	d		e	f	g
/wiki/List_of_municipalities_in_Bal%C4%B1kesir_Province	Balya	1169	Balya	100099	/wiki/Bal%C4%B1kesir_Province	Balıkesir Province	TR221
/wiki/List_of_municipalities_in_Bal%C4%B1kesir_Province	Balya	1169	Şifa	100100	/wiki/Bal%C4%B1kesir_Province	Balıkesir Province	TR221
/wiki/List_of_municipalities_in_Bal%C4%B1kesir_Province	Bandırma	1171	Aksakal	100101	/wiki/Bal%C4%B1kesir_Province	Balıkesir Province	TR221
/wiki/List_of_municipalities_in_Bal%C4%B1kesir_Province	Bandırma	1171	Bandırma	100102	/wiki/Bal%C4%B1kesir_Province	Balıkesir Province	TR221
/wiki/List_of_municipalities_in_Bal%C4%B1kesir_Province	Bandırma	1171	Edincik	100103	/wiki/Bal%C4%B1kesir_Province	Balıkesir Province	TR221
/wiki/List_of_municipalities_in_Elaz%C4%B1%C4%9F_Province	Baskil	1173	Baskil	100104	/wiki/Elaz%C4%B1%C4%9F_Province	Elazığ Province	TRB12
/wiki/List_of_municipalities_in_Van_Province	Başkale	1175	Başkale	100105	/wiki/Van_Province	Van Province	TRB21
/wiki/List_of_municipalities_in_%C4%B0zmir_Province	Bayındır	1178	Bayındır	100106	/wiki/%C4%B0zmir_Province	İzmir Province	TR310
/wiki/List_of_municipalities_in_%C4%B0zmir_Province	Bayındır	1178	Canlı	100107	/wiki/%C4%B0zmir_Province	İzmir Province	TR310
/wiki/List_of_municipalities_in_%C4%B0zmir_Province	Bayındır	1178	Çırpı	100108	/wiki/%C4%B0zmir_Province	İzmir Province	TR310
/wiki/List_of_municipalities_in_%C4%B0zmir_Province	Bayındır	1178	Zeytinova	100109	/wiki/%C4%B0zmir_Province	İzmir Province	TR310
/wiki/List_of_municipalities_in_Siirt_Province	Baykan	1179	Atabağı	100110	/wiki/Siirt_Province	Siirt Province	TRC34
/wiki/List_of_municipalities_in_Siirt_Province	Baykan	1179	Baykan	100111	/wiki/Siirt_Province	Siirt Province	TRC34
/wiki/List_of_municipalities_in_Siirt_Province	Baykan	1179	Ziyaret	100112	/wiki/Siirt_Province	Siirt Province	TRC34
/wiki/List_of_municipalities_in_%C3%87anakkale_Province	Bayramiç	1180	Bayramiç	100113	/wiki/%C3%87anakkale_Province	Çanakkale Province	TR222
/wiki/List_of_municipalities_in_%C4%B0zmir_Province	Bergama	1181	Ayaskent	100114	/wiki/%C4%B0zmir_Province	İzmir Province	TR310
/wiki/List_of_municipalities_in_%C4%B0zmir_Province	Bergama	1181	Bergama	100115	/wiki/%C4%B0zmir_Province	İzmir Province	TR310
/wiki/List_of_municipalities_in_%C4%B0zmir_Province	Bergama	1181	Bölcek	100116	/wiki/%C4%B0zmir_Province	İzmir Province	TR310
/wiki/List_of_municipalities_in_%C4%B0zmir_Province	Bergama	1181	Göçbeyli	100117	/wiki/%C4%B0zmir_Province	İzmir Province	TR310
/wiki/List_of_municipalities_in_%C4%B0zmir_Province	Bergama	1181	Yenikent	100118	/wiki/%C4%B0zmir_Province	İzmir Province	TR310
/wiki/List_of_municipalities_in_%C4%B0zmir_Province	Bergama	1181	Zeytindağ	100119	/wiki/%C4%B0zmir_Province	İzmir Province	TR310
/wiki/List_of_municipalities_in_Ad%C4%B1yaman_Province	Besni	1182	Besni	100120	/wiki/Ad%C4%B1yaman_Province	Adıyaman Province	TRC12
/wiki/List_of_municipalities_in_Ad%C4%B1yaman_Province	Besni	1182	Çakırhüyük	100121	/wiki/Ad%C4%B1yaman_Province	Adıyaman Province	TRC12
/wiki/List_of_municipalities_in_Ad%C4%B1yaman_Province	Besni	1182	Eskiköy	100122	/wiki/Ad%C4%B1yaman_Province	Adıyaman Province	TRC12
/wiki/List_of_municipalities_in_Ad%C4%B1yaman_Province	Besni	1182	Kesmetepe	100123	/wiki/Ad%C4%B1yaman_Province	Adıyaman Province	TRC12
/wiki/List_of_municipalities_in_Ad%C4%B1yaman_Province	Besni	1182	Köseceli	100124	/wiki/Ad%C4%B1yaman_Province	Adıyaman Province	TRC12
/wiki/List_of_municipalities_in_Ad%C4%B1yaman_Province	Besni	1182	Sarıyaprak	100125	/wiki/Ad%C4%B1yaman_Province	Adıyaman Province	TRC12
/wiki/List_of_municipalities_in_Ad%C4%B1yaman_Province	Besni	1182	Suvarlı	100126	/wiki/Ad%C4%B1yaman_Province	Adıyaman Province	TRC12
/wiki/List_of_municipalities_in_Ad%C4%B1yaman_Province	Besni	1182	Şambayat	100127	/wiki/Ad%C4%B1yaman_Province	Adıyaman Province	TRC12
/wiki/List_of_municipalities_in_Ad%C4%B1yaman_Province	Besni	1182	Üçgöz	100128	/wiki/Ad%C4%B1yaman_Province	Adıyaman Province	TRC12
/wiki/List_of_municipalities_in_%C4%B0stanbul_Province	Beşiktaş	1183	Beşiktaş	100129	/wiki/%C4%B0stanbul_Province	İstanbul Province	TR100
/wiki/List_of_municipalities_in_Batman_Province	Beşiri	1184	Beşiri	100130	/wiki/Batman_Province	Batman Province	TRC32
/wiki/List_of_municipalities_in_Batman_Province	Beşiri	1184	İkiköprü	100131	/wiki/Batman_Province	Batman Province	TRC32
/wiki/List_of_municipalities_in_%C4%B0stanbul_Province	Beykoz	1185	Beykoz	100132	/wiki/%C4%B0stanbul_Province	İstanbul Province	TR100
/wiki/List_of_municipalities_in_%C4%B0stanbul_Province	Beykoz	1185	Çavuşbaşı	100133	/wiki/%C4%B0stanbul_Province	İstanbul Province	TR100
/wiki/List_of_municipalities_in_%C4%B0stanbul_Province	Beyoğlu	1186	Beyoğlu	100134	/wiki/%C4%B0stanbul_Province	İstanbul Province	TR100
/wiki/List_of_municipalities_in_Konya_Province	Beyşehir	1188	Adaköy	100135	/wiki/Konya_Province	Konya Province	TR521
/wiki/List_of_municipalities_in_Konya_Province	Beyşehir	1188	Akçabelen	100136	/wiki/Konya_Province	Konya Province	TR521
/wiki/List_of_municipalities_in_Konya_Province	Beyşehir	1188	Aşağıesence	100137	/wiki/Konya_Province	Konya Province	TR521
/wiki/List_of_municipalities_in_Konya_Province	Beyşehir	1188	Bayavşar	100138	/wiki/Konya_Province	Konya Province	TR521
/wiki/List_of_municipalities_in_Konya_Province	Beyşehir	1188	Doğanbey	100139	/wiki/Konya_Province	Konya Province	TR521
/wiki/List_of_municipalities_in_Konya_Province	Beyşehir	1188	Emen	100140	/wiki/Konya_Province	Konya Province	TR521
/wiki/List_of_municipalities_in_Konya_Province	Beyşehir	1188	Gökçimen	100141	/wiki/Konya_Province	Konya Province	TR521
/wiki/List_of_municipalities_in_Konya_Province	Beyşehir	1188	Gölyaka	100142	/wiki/Konya_Province	Konya Province	TR521
/wiki/List_of_municipalities_in_Konya_Province	Beyşehir	1188	Huğlu	100143	/wiki/Konya_Province	Konya Province	TR521
/wiki/List_of_municipalities_in_Konya_Province	Beyşehir	1188	Karaali	100144	/wiki/Konya_Province	Konya Province	TR521
/wiki/List_of_municipalities_in_Konya_Province	Beyşehir	1188	Kayabaşı	100145	/wiki/Konya_Province	Konya Province	TR521
/wiki/List_of_municipalities_in_Konya_Province	Beyşehir	1188	Kurucuova	100146	/wiki/Konya_Province	Konya Province	TR521
/wiki/List_of_municipalities_in_Konya_Province	Beyşehir	1188	Sadıkhacı	100147	/wiki/Konya_Province	Konya Province	TR521
/wiki/List_of_municipalities_in_Konya_Province	Beyşehir	1188	Sevindik	100148	/wiki/Konya_Province	Konya Province	TR521
/wiki/List_of_municipalities_in_Konya_Province	Beyşehir	1188	Üstünler	100149	/wiki/Konya_Province	Konya Province	TR521
/wiki/List_of_municipalities_in_Konya_Province	Beyşehir	1188	Üzümlü	100150	/wiki/Konya_Province	Konya Province	TR521
/wiki/List_of_municipalities_in_Konya_Province	Beyşehir	1188	Yenidoğan	100151	/wiki/Konya_Province	Konya Province	TR521
/wiki/List_of_municipalities_in_Konya_Province	Beyşehir	1188	Yeşildağ	100152	/wiki/Konya_Province	Konya Province	TR521
/wiki/List_of_municipalities_in_%C5%9E%C4%B1rnak_Province	Beytüşşebap	1189	Mezraa	100153	/wiki/%C5%9E%C4%B1rnak_Province	Şırnak Province	TRC33
/wiki/List_of_municipalities_in_%C3%87anakkale_Province	Biga	1190	Balıklıçeşme	100154	/wiki/%C3%87anakkale_Province	Çanakkale Province	TR222
/wiki/List_of_municipalities_in_%C3%87anakkale_Province	Biga	1190	Biga	100155	/wiki/%C3%87anakkale_Province	Çanakkale Province	TR222
/wiki/List_of_municipalities_in_%C3%87anakkale_Province	Biga	1190	Gümüşçay	100156	/wiki/%C3%87anakkale_Province	Çanakkale Province	TR222
/wiki/List_of_municipalities_in_%C3%87anakkale_Province	Biga	1190	Karabiga	100157	/wiki/%C3%87anakkale_Province	Çanakkale Province	TR222
/wiki/List_of_municipalities_in_%C3%87anakkale_Province	Biga	1190	Kozçeşme	100158	/wiki/%C3%87anakkale_Province	Çanakkale Province	TR222
/wiki/List_of_municipalities_in_%C3%87anakkale_Province	Biga	1190	Yeniçiftlik	100159	/wiki/%C3%87anakkale_Province	Çanakkale Province	TR222
/wiki/List_of_municipalities_in_Bal%C4%B1kesir_Province	Bigadiç	1191	Bigadiç	100160	/wiki/Bal%C4%B1kesir_Province	Balıkesir Province	TR221
/wiki/List_of_municipalities_in_Bal%C4%B1kesir_Province	Bigadiç	1191	İskele	100161	/wiki/Bal%C4%B1kesir_Province	Balıkesir Province	TR221
/wiki/List_of_municipalities_in_%C5%9Eanl%C4%B1urfa_Province	Birecik	1194	Ayran	100162	/wiki/%C5%9Eanl%C4%B1urfa_Province	Şanlıurfa Province	TRC21
/wiki/List_of_municipalities_in_%C5%9Eanl%C4%B1urfa_Province	Birecik	1194	Birecik	100163	/wiki/%C5%9Eanl%C4%B1urfa_Province	Şanlıurfa Province	TRC21
/wiki/List_of_municipalities_in_%C5%9Eanl%C4%B1urfa_Province	Birecik	1194	Mezra	100164	/wiki/%C5%9Eanl%C4%B1urfa_Province	Şanlıurfa Province	TRC21
/wiki/List_of_municipalities_in_Diyarbak%C4%B1r_Province	Bismil	1195	Ambar	100165	/wiki/Diyarbak%C4%B1r_Province	Diyarbakır Province	TRC22
/wiki/List_of_municipalities_in_Diyarbak%C4%B1r_Province	Bismil	1195	Bismil	100166	/wiki/Diyarbak%C4%B1r_Province	Diyarbakır Province	TRC22
/wiki/List_of_municipalities_in_Diyarbak%C4%B1r_Province	Bismil	1195	Tepe	100167	/wiki/Diyarbak%C4%B1r_Province	Diyarbakır Province	TRC22
/wiki/List_of_municipalities_in_Diyarbak%C4%B1r_Province	Bismil	1195	Yukarısalat	100168	/wiki/Diyarbak%C4%B1r_Province	Diyarbakır Province	TRC22
/wiki/List_of_municipalities_in_Mu%C4%9Fla_Province	Bodrum	1197	Bodrum	100169	/wiki/Mu%C4%9Fla_Province	Muğla Province	TR323
/wiki/List_of_municipalities_in_Mu%C4%9Fla_Province	Bodrum	1197	Göltürkbükü	100170	/wiki/Mu%C4%9Fla_Province	Muğla Province	TR323
/wiki/List_of_municipalities_in_Mu%C4%9Fla_Province	Bodrum	1197	Gündoğan	100171	/wiki/Mu%C4%9Fla_Province	Muğla Province	TR323
/wiki/List_of_municipalities_in_Mu%C4%9Fla_Province	Bodrum	1197	Konacık	100172	/wiki/Mu%C4%9Fla_Province	Muğla Province	TR323
/wiki/List_of_municipalities_in_Mu%C4%9Fla_Province	Bodrum	1197	Mumcular	100173	/wiki/Mu%C4%9Fla_Province	Muğla Province	TR323
/wiki/List_of_municipalities_in_Mu%C4%9Fla_Province	Bodrum	1197	Ortakentyahşi	100174	/wiki/Mu%C4%9Fla_Province	Muğla Province	TR323
/wiki/List_of_municipalities_in_Mu%C4%9Fla_Province	Bodrum	1197	Turgutreis	100175	/wiki/Mu%C4%9Fla_Province	Muğla Province	TR323
/wiki/List_of_municipalities_in_Mu%C4%9Fla_Province	Bodrum	1197	Yalı	100176	/wiki/Mu%C4%9Fla_Province	Muğla Province	TR323
/wiki/List_of_municipalities_in_Mu%C4%9Fla_Province	Bodrum	1197	Yalıkavak	100177	/wiki/Mu%C4%9Fla_Province	Muğla Province	TR323
/wiki/List_of_municipalities_in_Yozgat_Province	Boğazlıyan	1198	Boğazlıyan	100178	/wiki/Yozgat_Province	Yozgat Province	TR723
/wiki/List_of_municipalities_in_Yozgat_Province	Boğazlıyan	1198	Çakmak	100179	/wiki/Yozgat_Province	Yozgat Province	TR723
/wiki/List_of_municipalities_in_Yozgat_Province	Boğazlıyan	1198	Çalapverdi	100180	/wiki/Yozgat_Province	Yozgat Province	TR723
/wiki/List_of_municipalities_in_Yozgat_Province	Boğazlıyan	1198	Devecipınar	100181	/wiki/Yozgat_Province	Yozgat Province	TR723
/wiki/List_of_municipalities_in_Yozgat_Province	Boğazlıyan	1198	Ovakent	100182	/wiki/Yozgat_Province	Yozgat Province	TR723
/wiki/List_of_municipalities_in_Yozgat_Province	Boğazlıyan	1198	Özler	100183	/wiki/Yozgat_Province	Yozgat Province	TR723
/wiki/List_of_municipalities_in_Yozgat_Province	Boğazlıyan	1198	Sırçalı	100184	/wiki/Yozgat_Province	Yozgat Province	TR723
/wiki/List_of_municipalities_in_Yozgat_Province	Boğazlıyan	1198	Uzunlu	100185	/wiki/Yozgat_Province	Yozgat Province	TR723
/wiki/List_of_municipalities_in_Yozgat_Province	Boğazlıyan	1198	Yamaçlı	100186	/wiki/Yozgat_Province	Yozgat Province	TR723
/wiki/List_of_municipalities_in_Yozgat_Province	Boğazlıyan	1198	Yenipazar	100187	/wiki/Yozgat_Province	Yozgat Province	TR723
/wiki/List_of_municipalities_in_Afyonkarahisar_Province	Bolvadin	1200	Bolvadin	100188	/wiki/Afyonkarahisar_Province	Afyonkarahisar Province	TR332
/wiki/List_of_municipalities_in_Afyonkarahisar_Province	Bolvadin	1200	Büyükkarabağ	100189	/wiki/Afyonkarahisar_Province	Afyonkarahisar Province	TR332
/wiki/List_of_municipalities_in_Afyonkarahisar_Province	Bolvadin	1200	Dişli	100190	/wiki/Afyonkarahisar_Province	Afyonkarahisar Province	TR332
/wiki/List_of_municipalities_in_Afyonkarahisar_Province	Bolvadin	1200	Kemerkaya	100191	/wiki/Afyonkarahisar_Province	Afyonkarahisar Province	TR332
/wiki/List_of_municipalities_in_Afyonkarahisar_Province	Bolvadin	1200	Özburun	100192	/wiki/Afyonkarahisar_Province	Afyonkarahisar Province	TR332
/wiki/List_of_municipalities_in_Ni%C4%9Fde_Province	Bor	1201	Bahçeli	100193	/wiki/Ni%C4%9Fde_Province	Niğde Province	TR713
/wiki/List_of_municipalities_in_Ni%C4%9Fde_Province	Bor	1201	Çukurkuyu	100194	/wiki/Ni%C4%9Fde_Province	Niğde Province	TR713
/wiki/List_of_municipalities_in_Ni%C4%9Fde_Province	Bor	1201	Karanlıkdere	100195	/wiki/Ni%C4%9Fde_Province	Niğde Province	TR713
/wiki/List_of_municipalities_in_Ni%C4%9Fde_Province	Bor	1201	Kızılca	100196	/wiki/Ni%C4%9Fde_Province	Niğde Province	TR713
/wiki/List_of_municipalities_in_Artvin_Province	Borçka	1202	Borçka	100197	/wiki/Artvin_Province	Artvin Province	TR905
/wiki/List_of_municipalities_in_%C4%B0zmir_Province	Bornova	1203	Bornova	100198	/wiki/%C4%B0zmir_Province	İzmir Province	TR310
/wiki/List_of_municipalities_in_Sinop_Province	Boyabat	1204	Boyabat	100199	/wiki/Sinop_Province	Sinop Province	TR823
/wiki/List_of_municipalities_in_%C3%87anakkale_Province	Bozcaada	1205	Bozcaada	100200	/wiki/%C3%87anakkale_Province	Çanakkale Province	TR222
/wiki/List_of_municipalities_in_Ayd%C4%B1n_Province	Bozdoğan	1206	Bozdoğan	100201	/wiki/Ayd%C4%B1n_Province	Aydın Province	TR321
/wiki/List_of_municipalities_in_Ayd%C4%B1n_Province	Bozdoğan	1206	Yazıkent	100202	/wiki/Ayd%C4%B1n_Province	Aydın Province	TR321
/wiki/List_of_municipalities_in_Konya_Province	Bozkır	1207	Çağlayan	100203	/wiki/Konya_Province	Konya Province	TR521
/wiki/List_of_municipalities_in_Konya_Province	Bozkır	1207	Dereiçi	100204	/wiki/Konya_Province	Konya Province	TR521
/wiki/List_of_municipalities_in_Konya_Province	Bozkır	1207	Dereköy	100205	/wiki/Konya_Province	Konya Province	TR521
/wiki/List_of_municipalities_in_Konya_Province	Bozkır	1207	Hamzalar	100206	/wiki/Konya_Province	Konya Province	TR521
/wiki/List_of_municipalities_in_Konya_Province	Bozkır	1207	Harmanpınar	100207	/wiki/Konya_Province	Konya Province	TR521
/wiki/List_of_municipalities_in_Konya_Province	Bozkır	1207	Hisarlık	100208	/wiki/Konya_Province	Konya Province	TR521
/wiki/List_of_municipalities_in_Konya_Province	Bozkır	1207	Sarıoğlan	100209	/wiki/Konya_Province	Konya Province	TR521
/wiki/List_of_municipalities_in_Konya_Province	Bozkır	1207	Sorkun	100210	/wiki/Konya_Province	Konya Province	TR521
/wiki/List_of_municipalities_in_Konya_Province	Bozkır	1207	Söğüt	100211	/wiki/Konya_Province	Konya Province	TR521
/wiki/List_of_municipalities_in_Konya_Province	Bozkır	1207	Üçpınar	100212	/wiki/Konya_Province	Konya Province	TR521
/wiki/List_of_municipalities_in_%C5%9Eanl%C4%B1urfa_Province	Bozova	1209	Bozova	100213	/wiki/%C5%9Eanl%C4%B1urfa_Province	Şanlıurfa Province	TRC21
/wiki/List_of_municipalities_in_%C5%9Eanl%C4%B1urfa_Province	Bozova	1209	Yaslıca	100214	/wiki/%C5%9Eanl%C4%B1urfa_Province	Şanlıurfa Province	TRC21
/wiki/List_of_municipalities_in_%C5%9Eanl%C4%B1urfa_Province	Bozova	1209	Yaylak	100215	/wiki/%C5%9Eanl%C4%B1urfa_Province	Şanlıurfa Province	TRC21
/wiki/List_of_municipalities_in_Bilecik_Province	Bozüyük	1210	Bozüyük	100216	/wiki/Bilecik_Province	Bilecik Province	TR413
/wiki/List_of_municipalities_in_Bilecik_Province	Bozüyük	1210	Cihangazi	100217	/wiki/Bilecik_Province	Bilecik Province	TR413
/wiki/List_of_municipalities_in_Bilecik_Province	Bozüyük	1210	Dodurga	100218	/wiki/Bilecik_Province	Bilecik Province	TR413
/wiki/List_of_municipalities_in_Burdur_Province	Bucak	1211	Bucak	100219	/wiki/Burdur_Province	Burdur Province	TR613
/wiki/List_of_municipalities_in_Burdur_Province	Bucak	1211	Çamlık	100220	/wiki/Burdur_Province	Burdur Province	TR613
/wiki/List_of_municipalities_in_Burdur_Province	Bucak	1211	Gündoğdu	100221	/wiki/Burdur_Province	Burdur Province	TR613
/wiki/List_of_municipalities_in_Burdur_Province	Bucak	1211	Kızılkaya	100222	/wiki/Burdur_Province	Burdur Province	TR613
/wiki/List_of_municipalities_in_Burdur_Province	Bucak	1211	Kocaaliler	100223	/wiki/Burdur_Province	Burdur Province	TR613
/wiki/List_of_municipalities_in_Burdur_Province	Bucak	1211	Ürkütlü	100224	/wiki/Burdur_Province	Burdur Province	TR613
/wiki/List_of_municipalities_in_Giresun_Province	Bulancak	1212	Aydındere	100225	/wiki/Giresun_Province	Giresun Province	TR903
/wiki/List_of_municipalities_in_Giresun_Province	Bulancak	1212	Bulancak	100226	/wiki/Giresun_Province	Giresun Province	TR903
/wiki/List_of_municipalities_in_Giresun_Province	Bulancak	1212	Kovanlık	100227	/wiki/Giresun_Province	Giresun Province	TR903
/wiki/List_of_municipalities_in_Denizli_Province	Buldan	1214	Buldan	100228	/wiki/Denizli_Province	Denizli Province	TR322
/wiki/List_of_municipalities_in_Denizli_Province	Buldan	1214	Yenicekent	100229	/wiki/Denizli_Province	Denizli Province	TR322
/wiki/List_of_municipalities_in_Kayseri_Province	Bünyan	1218	Akmescit	100230	/wiki/Kayseri_Province	Kayseri Province	TR721
/wiki/List_of_municipalities_in_Kayseri_Province	Bünyan	1218	Bünyan	100231	/wiki/Kayseri_Province	Kayseri Province	TR721
/wiki/List_of_municipalities_in_Kayseri_Province	Bünyan	1218	Büyükbürüngüz	100232	/wiki/Kayseri_Province	Kayseri Province	TR721
/wiki/List_of_municipalities_in_Kayseri_Province	Bünyan	1218	Büyüktuzhisar	100233	/wiki/Kayseri_Province	Kayseri Province	TR721
/wiki/List_of_municipalities_in_Kayseri_Province	Bünyan	1218	Elbaşı	100234	/wiki/Kayseri_Province	Kayseri Province	TR721
/wiki/List_of_municipalities_in_Kayseri_Province	Bünyan	1218	Güllüce	100235	/wiki/Kayseri_Province	Kayseri Province	TR721
/wiki/List_of_municipalities_in_Kayseri_Province	Bünyan	1218	Karakaya	100236	/wiki/Kayseri_Province	Kayseri Province	TR721
/wiki/List_of_municipalities_in_Kayseri_Province	Bünyan	1218	Koyunabdal	100237	/wiki/Kayseri_Province	Kayseri Province	TR721
/wiki/List_of_municipalities_in_Kayseri_Province	Bünyan	1218	Yenisüksün	100238	/wiki/Kayseri_Province	Kayseri Province	TR721
/wiki/List_of_municipalities_in_Adana_Province	Ceyhan	1219	Birkent	100239	/wiki/Adana_Province	Adana Province	TR621
/wiki/List_of_municipalities_in_Adana_Province	Ceyhan	1219	Büyükmangıt	100240	/wiki/Adana_Province	Adana Province	TR621
/wiki/List_of_municipalities_in_Adana_Province	Ceyhan	1219	Doruk	100241	/wiki/Adana_Province	Adana Province	TR621
/wiki/List_of_municipalities_in_Adana_Province	Ceyhan	1219	Hamdilli	100242	/wiki/Adana_Province	Adana Province	TR621
/wiki/List_of_municipalities_in_Adana_Province	Ceyhan	1219	Kösreli	100243	/wiki/Adana_Province	Adana Province	TR621
/wiki/List_of_municipalities_in_Adana_Province	Ceyhan	1219	Kurtkulağı	100244	/wiki/Adana_Province	Adana Province	TR621
/wiki/List_of_municipalities_in_Adana_Province	Ceyhan	1219	Kurtpınarı	100245	/wiki/Adana_Province	Adana Province	TR621
/wiki/List_of_municipalities_in_Adana_Province	Ceyhan	1219	Mercimek	100246	/wiki/Adana_Province	Adana Province	TR621
/wiki/List_of_municipalities_in_Adana_Province	Ceyhan	1219	Mustafabeyli	100247	/wiki/Adana_Province	Adana Province	TR621
/wiki/List_of_municipalities_in_Adana_Province	Ceyhan	1219	Sağkaya	100248	/wiki/Adana_Province	Adana Province	TR621
/wiki/List_of_municipalities_in_Adana_Province	Ceyhan	1219	Sarımazı	100249	/wiki/Adana_Province	Adana Province	TR621
/wiki/List_of_municipalities_in_%C5%9Eanl%C4%B1urfa_Province	Ceylanpınar	1220	Ceylanpınar	100250	/wiki/%C5%9Eanl%C4%B1urfa_Province	Şanlıurfa Province	TRC21
/wiki/List_of_municipalities_in_Kastamonu_Province	Cide	1221	Cide	100251	/wiki/Kastamonu_Province	Kastamonu Province	TR821
/wiki/List_of_municipalities_in_Konya_Province	Cihanbeyli	1222	Bulduk	100252	/wiki/Konya_Province	Konya Province	TR521
/wiki/List_of_municipalities_in_Konya_Province	Cihanbeyli	1222	Büyükbeşkavak	100253	/wiki/Konya_Province	Konya Province	TR521
/wiki/List_of_municipalities_in_Konya_Province	Cihanbeyli	1222	Gölyazı	100254	/wiki/Konya_Province	Konya Province	TR521
